"ClaimType";"ClaimDay";"ClaimCost"
1;3359;170931
1;3360;17941
1;3360;33935
1;3360;28594
1;3360;14961
1;3360;11193
1;3360;11454
1;3360;15389
1;3360;21705
1;3360;13555
1;3360;12675
1;3360;33877
1;3360;20097
1;3360;242225
1;3360;20257
1;3360;10163
1;3360;29206
1;3360;239748
1;3360;43192
1;3361;15105
1;3361;21555
1;3361;15345
1;3361;37595
1;3361;14074
1;3361;16277
1;3361;23756
1;3361;18387
1;3361;17089
1;3361;17055
1;3361;26771
1;3361;33178
1;3362;16256
1;3362;25295
1;3362;40615
1;3362;13264
1;3362;23906
1;3362;13947
1;3363;12025
1;3363;29085
1;3363;32484
1;3363;13586
1;3363;36190
1;3363;8334
1;3363;11958
1;3363;35838
1;3363;19070
1;3363;33963
1;3364;15646
1;3364;18205
1;3364;23107
1;3364;37783
1;3364;23869
1;3364;37612
1;3364;28137
1;3364;22222
1;3364;21799
1;3364;19081
1;3364;12916
1;3364;15238
1;3364;13027
1;3364;20727
1;3365;242507
1;3365;23743
1;3365;16885
1;3365;30755
1;3365;20612
1;3365;28296
1;3365;16748
1;3365;48139
1;3365;37614
1;3365;17984
1;3365;12803
1;3366;22389
1;3366;15068
1;3366;12694
1;3366;12798
1;3366;235208
1;3367;16072
1;3367;26873
1;3367;227137
1;3367;11433
1;3367;12237
1;3367;13730
1;3367;13718
1;3367;14041
1;3367;214805
1;3367;9516
1;3368;53262
1;3368;19476
1;3368;17067
1;3368;29002
1;3368;34957
1;3368;37117
1;3368;26394
1;3368;14496
1;3368;13253
1;3368;19217
1;3368;16518
1;3368;9943
1;3369;11489
1;3369;35997
1;3369;13464
1;3369;15404
1;3369;18784
1;3369;11918
1;3370;26576
1;3370;29550
1;3370;18513
1;3370;28538
1;3370;8415
1;3370;17649
1;3370;21048
1;3370;25742
1;3371;18421
1;3371;19796
1;3371;19357
1;3371;21993
1;3371;9984
1;3371;20431
1;3371;13442
1;3371;15649
1;3371;12655
1;3371;21339
1;3371;18561
1;3371;13434
1;3371;44738
1;3371;11408
1;3371;23263
1;3371;30077
1;3371;14995
1;3371;10375
1;3371;28619
1;3372;15292
1;3372;16130
1;3372;30295
1;3372;41538
1;3372;28003
1;3372;9142
1;3372;17706
1;3372;38269
1;3372;12452
1;3372;29310
1;3372;18690
1;3372;22876
1;3372;25932
1;3372;20959
1;3373;27406
1;3373;18710
1;3373;28567
1;3373;6962
1;3373;26042
1;3373;21564
1;3373;18812
1;3373;37318
1;3374;21963
1;3374;14497
1;3374;37739
1;3374;28749
1;3374;46642
1;3374;29799
1;3374;14635
1;3374;24105
1;3374;20172
1;3374;10991
1;3375;16836
1;3375;13148
1;3375;11235
1;3375;21542
1;3375;21330
1;3375;30470
1;3376;17002
1;3376;33313
1;3376;14230
1;3376;17950
1;3376;16632
1;3376;40981
1;3376;44525
1;3376;28108
1;3377;15515
1;3377;23272
1;3377;14878
1;3377;23836
1;3377;34088
1;3377;29545
1;3377;36979
1;3378;17520
1;3378;19647
1;3378;26396
1;3378;54799
1;3378;26665
1;3378;20434
1;3378;29001
1;3379;20386
1;3379;21816
1;3379;29470
1;3379;16314
1;3379;31171
1;3379;23741
1;3379;240368
1;3379;17339
1;3379;13820
1;3379;46122
1;3380;25736
1;3380;29320
1;3380;16520
1;3380;24810
1;3380;11083
1;3380;11854
1;3380;15649
1;3380;26514
1;3380;14251
1;3380;16893
1;3380;17942
1;3380;16685
1;3380;21094
1;3380;36319
1;3380;15734
1;3380;273787
1;3380;52825
1;3380;14053
1;3380;41808
1;3381;40694
1;3381;37539
1;3381;25520
1;3381;13388
1;3381;24785
1;3381;17390
1;3381;11237
1;3381;14464
1;3381;32060
1;3381;18536
1;3381;13581
1;3381;41082
1;3381;32589
1;3381;8345
1;3381;22944
1;3381;30399
1;3381;11900
1;3381;17162
1;3382;24136
1;3382;29211
1;3382;16774
1;3382;15903
1;3382;214251
1;3382;17429
1;3382;10648
1;3382;20449
1;3382;34184
1;3383;52648
1;3383;26195
1;3383;17323
1;3383;12782
1;3383;14989
1;3383;10281
1;3383;39833
1;3383;27755
1;3383;15991
1;3383;35999
1;3384;11543
1;3384;37999
1;3384;18798
1;3384;16624
1;3384;14216
1;3384;162872
1;3384;14482
1;3384;11652
1;3384;15770
1;3384;10681
1;3384;16356
1;3384;10421
1;3384;20937
1;3384;7653
1;3384;17223
1;3385;24111
1;3385;27615
1;3385;17654
1;3385;13404
1;3385;265231
1;3385;17413
1;3385;13110
1;3385;16334
1;3385;20771
1;3385;23010
1;3385;21924
1;3386;14578
1;3386;16128
1;3386;15799
1;3386;51921
1;3386;244005
1;3386;9657
1;3386;23457
1;3386;11682
1;3386;14938
1;3387;16513
1;3387;20821
1;3387;275807
1;3387;14319
1;3387;21240
1;3387;227416
1;3387;16408
1;3387;27159
1;3387;31950
1;3387;9441
1;3387;14947
1;3387;57510
1;3387;20909
1;3388;11192
1;3388;17554
1;3388;11684
1;3388;14463
1;3388;17665
1;3388;17867
1;3388;25490
1;3388;38084
1;3388;17139
1;3388;13937
1;3389;18608
1;3389;14661
1;3389;31587
1;3389;179946
1;3389;14179
1;3389;25957
1;3389;17802
1;3389;271194
1;3389;18577
1;3389;15835
1;3389;14102
1;3389;18126
1;3389;40091
1;3389;15238
1;3390;15953
1;3390;23690
1;3390;12400
1;3390;17737
1;3390;27172
1;3390;7785
1;3390;18938
1;3390;19517
1;3390;25325
1;3390;8635
1;3390;21156
1;3390;22102
1;3391;20626
1;3391;30366
1;3391;17232
1;3391;20625
1;3391;23523
1;3391;32966
1;3391;26107
1;3391;18779
1;3391;14518
1;3391;28624
1;3392;19737
1;3392;21203
1;3392;46917
1;3392;29055
1;3392;17615
1;3392;14538
1;3392;21776
1;3392;9433
1;3392;22560
1;3393;18268
1;3393;38585
1;3393;26334
1;3393;14533
1;3393;26060
1;3393;14860
1;3393;16567
1;3393;21244
1;3393;19412
1;3393;11038
1;3393;25732
1;3393;16119
1;3394;16386
1;3394;25577
1;3394;10500
1;3394;14599
1;3394;18512
1;3394;15142
1;3394;32115
1;3394;38515
1;3394;81057
1;3394;24387
1;3394;331010
1;3394;30003
1;3395;26388
1;3395;31971
1;3395;12734
1;3395;34581
1;3395;16504
1;3395;260352
1;3396;22179
1;3396;35693
1;3396;13664
1;3396;15192
1;3396;15610
1;3397;11664
1;3397;26502
1;3397;26380
1;3397;15383
1;3397;24200
1;3397;31774
1;3398;13722
1;3398;26628
1;3398;7464
1;3398;12043
1;3398;11799
1;3398;19571
1;3398;43065
1;3398;28096
1;3398;33111
1;3399;8952
1;3399;17141
1;3399;22723
1;3399;21083
1;3399;11857
1;3399;16395
1;3399;19612
1;3399;17838
1;3399;291547
1;3399;22863
1;3399;54557
1;3399;24867
1;3399;18789
1;3400;13323
1;3400;65524
1;3400;11571
1;3400;16071
1;3400;13405
1;3400;19375
1;3400;12305
1;3400;13430
1;3400;9852
1;3400;12722
1;3400;13459
1;3400;8260
1;3401;16265
1;3401;18548
1;3401;26269
1;3401;9064
1;3401;24118
1;3401;15149
1;3401;17030
1;3401;17003
1;3401;20219
1;3402;16667
1;3402;27712
1;3402;16253
1;3402;20857
1;3402;28260
1;3402;24096
1;3402;15584
1;3402;11754
1;3402;17008
1;3402;25070
1;3402;27609
1;3402;18314
1;3403;11612
1;3403;288436
1;3403;22906
1;3403;23604
1;3403;19664
1;3403;27523
1;3403;25704
1;3403;8570
1;3404;33118
1;3404;31180
1;3404;17882
1;3404;10348
1;3404;28789
1;3404;27145
1;3404;223119
1;3405;40522
1;3405;191539
1;3405;12686
1;3405;17889
1;3405;18502
1;3405;12380
1;3405;36652
1;3406;36136
1;3406;25666
1;3406;13210
1;3406;23286
1;3406;10683
1;3406;17780
1;3406;18151
1;3406;23227
1;3406;17260
1;3406;18281
1;3407;13067
1;3408;16846
1;3408;12820
1;3408;19537
1;3409;19254
1;3409;20747
1;3409;11836
1;3409;13586
1;3410;10685
1;3410;22145
1;3411;25572
1;3411;13017
1;3411;26268
1;3411;9027
1;3412;14028
1;3412;19096
1;3413;13271
1;3413;34626
1;3413;17995
1;3414;17265
1;3414;23695
1;3414;29842
1;3415;20005
1;3415;16735
1;3415;12410
1;3416;34346
1;3416;26008
1;3417;18860
1;3417;26622
1;3417;14864
1;3417;24038
1;3417;25446
1;3418;31150
1;3418;28120
1;3418;224214
1;3418;11645
1;3419;17353
1;3419;25455
1;3419;32764
1;3419;19090
1;3420;9272
1;3420;17775
1;3421;25304
1;3421;26678
1;3422;23448
1;3422;27738
1;3423;13906
1;3424;35075
1;3425;27092
1;3425;22533
1;3425;12862
1;3425;30081
1;3425;11563
1;3425;29453
1;3427;20989
1;3427;28860
1;3427;24199
1;3427;186192
1;3427;14150
1;3428;30050
1;3428;28089
1;3428;11527
1;3428;233920
1;3428;44003
1;3429;15885
1;3429;25539
1;3430;19368
1;3430;12554
1;3432;22122
1;3432;18888
1;3432;17696
1;3432;16855
1;3432;13759
1;3432;35809
1;3432;27047
1;3433;18266
1;3433;8398
1;3433;15428
1;3434;40729
1;3435;25732
1;3435;11466
1;3435;23980
1;3435;38954
1;3435;14785
1;3435;34800
1;3435;27995
1;3435;21739
1;3437;25527
1;3437;8681
1;3437;261248
1;3437;16431
1;3438;13458
1;3438;34947
1;3438;21384
1;3438;19524
1;3438;19359
1;3439;30715
1;3439;15336
1;3439;21916
1;3439;10614
1;3440;17784
1;3441;23096
1;3441;23924
1;3442;12535
1;3442;21305
1;3442;8346
1;3442;15621
1;3442;47584
1;3442;19212
1;3443;26400
1;3443;16155
1;3445;10280
1;3445;25973
1;3446;22494
1;3446;30686
1;3446;17563
1;3446;38214
1;3447;12727
1;3447;28501
1;3447;21007
1;3447;19047
1;3448;16949
1;3448;18019
1;3449;22188
1;3449;16416
1;3450;38918
1;3450;22418
1;3452;17796
1;3452;25632
1;3452;29251
1;3453;19817
1;3454;40230
1;3454;36612
1;3454;19966
1;3455;19037
1;3455;10081
1;3455;18514
1;3455;12017
1;3455;24968
1;3456;36181
1;3456;12510
1;3456;26376
1;3456;10691
1;3456;15834
1;3456;13315
1;3457;30907
1;3457;326473
1;3457;23988
1;3458;13460
1;3458;23003
1;3461;21518
1;3461;46555
1;3461;21615
1;3461;12107
1;3463;24552
1;3463;19512
1;3463;25461
1;3463;20887
1;3463;19930
1;3463;63787
1;3463;15992
1;3463;14866
1;3464;58910
1;3464;14292
1;3465;18567
1;3465;15126
1;3466;31828
1;3466;17404
1;3466;15972
1;3466;25580
1;3467;20591
1;3467;35857
1;3468;14687
1;3468;15805
1;3468;23321
1;3470;22882
1;3470;19988
1;3471;14329
1;3472;16977
1;3472;26198
1;3472;10823
1;3472;18449
1;3472;14826
1;3472;18272
1;3472;22016
1;3472;25206
1;3472;10930
1;3472;22104
1;3472;14106
1;3472;10535
1;3473;14962
1;3474;42599
1;3475;19947
1;3475;19264
1;3476;14440
1;3476;18648
1;3477;34617
1;3477;19585
1;3477;18956
1;3477;36845
1;3478;21085
1;3478;14681
1;3478;7006
1;3479;20928
1;3480;21934
1;3480;43446
1;3482;29181
1;3482;20376
1;3482;14155
1;3483;5768
1;3483;14339
1;3483;20767
1;3484;16500
1;3485;48738
1;3485;14507
1;3485;8287
1;3486;25263
1;3486;36181
1;3488;21329
1;3488;22083
1;3488;16730
1;3489;22230
1;3491;31512
1;3491;14293
1;3492;26411
1;3492;48660
1;3493;12051
1;3493;11187
1;3495;14020
1;3496;18789
1;3496;21690
1;3497;32809
1;3497;19599
1;3497;6102
1;3498;26384
1;3498;25933
1;3498;14198
1;3499;16921
1;3499;16913
1;3499;17750
1;3499;13915
1;3499;22106
1;3499;12008
1;3501;13560
1;3501;11000
1;3501;17708
1;3501;25687
1;3501;30918
1;3501;15633
1;3502;11556
1;3502;18644
1;3502;19044
1;3503;25789
1;3503;7616
1;3503;8779
1;3503;26635
1;3504;16810
1;3504;12295
1;3504;34429
1;3504;13837
1;3505;27973
1;3505;35476
1;3506;16489
1;3506;37492
1;3507;36611
1;3507;10140
1;3507;18021
1;3508;14203
1;3508;37052
1;3508;25705
1;3509;18697
1;3509;28713
1;3509;10558
1;3509;14190
1;3509;28953
1;3509;18273
1;3510;17986
1;3510;15848
1;3510;15739
1;3510;13997
1;3510;13461
1;3511;22287
1;3511;37961
1;3512;52020
1;3512;16498
1;3514;30740
1;3515;11710
1;3516;19455
1;3517;32933
1;3517;23645
1;3517;23340
1;3518;20394
1;3518;26691
1;3519;17909
1;3519;12682
1;3520;12305
1;3521;18910
1;3522;29916
1;3522;14606
1;3522;28763
1;3523;24229
1;3523;28133
1;3523;26041
1;3523;18123
1;3524;24765
1;3524;20266
1;3524;22057
1;3524;25951
1;3525;13370
1;3525;20442
1;3525;305500
1;3525;17923
1;3525;6734
1;3526;16440
1;3527;20653
1;3527;47657
1;3528;23156
1;3528;15205
1;3528;17563
1;3528;15500
1;3528;9989
1;3528;26679
1;3528;14264
1;3529;22314
1;3529;54273
1;3529;45357
1;3529;9300
1;3529;13774
1;3529;24449
1;3529;305077
1;3529;19896
1;3529;15467
1;3529;19483
1;3530;19221
1;3530;12541
1;3530;28188
1;3530;21699
1;3530;8607
1;3530;39947
1;3530;44546
1;3530;19536
1;3530;44685
1;3530;17000
1;3530;38577
1;3530;40379
1;3530;12664
1;3530;303207
1;3530;17641
1;3530;18716
1;3530;9812
1;3530;17492
1;3530;20152
1;3530;21217
1;3530;19881
1;3530;20759
1;3530;35125
1;3530;12284
1;3531;15811
1;3531;22963
1;3531;26102
1;3531;28075
1;3531;33857
1;3531;26939
1;3531;48210
1;3531;28706
1;3531;13661
1;3531;19131
1;3531;23512
1;3531;26758
1;3531;8068
1;3531;9996
1;3532;30281
1;3532;13897
1;3532;14028
1;3532;26140
1;3532;298205
1;3532;29419
1;3532;32312
1;3532;22756
1;3532;13789
1;3532;11679
1;3532;28593
1;3532;21099
1;3532;21675
1;3532;23583
1;3532;17623
1;3533;16188
1;3533;253223
1;3533;18189
1;3533;21389
1;3533;15885
1;3533;13490
1;3534;39393
1;3534;48240
1;3534;29755
1;3534;28106
1;3534;21678
1;3534;26845
1;3534;25601
1;3534;33106
1;3535;15748
1;3535;16494
1;3535;28236
1;3535;222263
1;3535;21533
1;3536;33192
1;3536;22364
1;3536;13342
1;3536;29937
1;3536;22437
1;3536;14824
1;3536;19125
1;3537;14523
1;3537;9649
1;3537;11577
1;3537;18538
1;3537;25254
1;3537;30493
1;3537;8264
1;3537;26497
1;3537;17320
1;3537;11199
1;3537;13809
1;3537;16680
1;3537;17483
1;3538;13940
1;3538;17514
1;3538;34564
1;3538;36002
1;3538;31684
1;3538;20820
1;3538;20872
1;3539;14834
1;3539;16633
1;3539;14460
1;3539;21477
1;3539;16257
1;3539;43440
1;3539;24826
1;3539;10923
1;3540;25689
1;3540;15904
1;3540;19323
1;3540;14360
1;3540;27156
1;3540;17374
1;3540;14018
1;3540;17288
1;3540;25524
1;3540;15520
1;3540;57533
1;3540;16126
1;3540;29660
1;3540;19535
1;3540;22445
1;3541;32587
1;3541;50375
1;3541;12669
1;3541;32073
1;3541;52053
1;3541;14681
1;3541;17827
1;3541;20830
1;3541;47592
1;3541;39147
1;3541;12869
1;3541;27017
1;3541;29186
1;3542;43644
1;3542;10912
1;3542;29548
1;3542;20117
1;3542;22887
1;3542;19029
1;3542;39047
1;3542;32250
1;3542;11241
1;3542;14409
1;3543;12153
1;3543;20511
1;3543;18777
1;3543;13946
1;3543;26928
1;3543;14248
1;3543;27574
1;3543;17514
1;3543;15720
1;3543;10934
1;3543;11335
1;3544;17106
1;3544;14161
1;3544;209879
1;3544;12014
1;3544;23155
1;3544;17985
1;3544;29941
1;3544;17970
1;3544;20697
1;3545;23604
1;3545;9800
1;3545;13529
1;3545;12409
1;3545;37312
1;3545;20474
1;3545;26897
1;3545;71266
1;3546;52941
1;3546;35549
1;3546;15106
1;3546;13146
1;3546;29894
1;3547;12048
1;3547;28467
1;3547;12918
1;3547;9790
1;3547;22902
1;3547;16400
1;3547;5982
1;3547;13662
1;3547;17525
1;3547;21263
1;3547;24113
1;3547;13596
1;3547;23964
1;3547;35527
1;3547;8367
1;3547;17066
1;3547;16310
1;3547;21118
1;3547;35378
1;3547;12148
1;3547;19397
1;3547;10789
1;3547;13352
1;3547;16115
1;3547;13800
1;3547;20769
1;3548;37009
1;3548;36962
1;3548;32989
1;3548;23358
1;3548;17722
1;3548;27355
1;3548;8586
1;3548;11200
1;3548;18387
1;3548;28228
1;3548;11757
1;3548;16497
1;3548;299987
1;3548;27203
1;3548;26108
1;3548;50703
1;3548;22986
1;3548;26712
1;3548;28718
1;3548;21588
1;3548;22420
1;3548;21861
1;3548;22381
1;3548;18390
1;3548;9688
1;3548;30896
1;3548;10159
1;3549;43096
1;3549;16198
1;3549;183798
1;3549;19657
1;3549;9253
1;3549;18081
1;3549;51948
1;3549;35054
1;3549;16428
1;3549;11325
1;3549;15036
1;3549;21636
1;3549;20053
1;3549;8616
1;3549;25656
1;3550;28593
1;3550;11420
1;3550;22609
1;3550;22568
1;3550;18573
1;3551;18886
1;3551;26894
1;3551;11334
1;3551;12955
1;3552;8820
1;3552;17857
1;3552;39220
1;3552;30758
1;3552;22194
1;3552;10855
1;3552;22891
1;3552;13835
1;3552;37839
1;3552;13476
1;3552;19363
1;3552;20401
1;3552;18056
1;3552;12572
1;3553;25326
1;3553;13569
1;3553;13481
1;3553;13227
1;3553;35882
1;3553;306910
1;3553;10157
1;3553;22178
1;3553;36707
1;3553;44122
1;3553;38496
1;3553;21783
1;3553;17276
1;3553;12981
1;3553;26643
1;3554;21187
1;3554;12646
1;3554;13160
1;3554;9617
1;3554;19103
1;3554;40116
1;3554;12541
1;3554;15908
1;3554;287959
1;3554;28581
1;3554;27988
1;3555;29553
1;3555;16880
1;3555;26366
1;3555;19318
1;3555;42600
1;3555;49571
1;3555;32177
1;3555;16456
1;3555;24033
1;3555;11446
1;3555;18400
1;3556;17245
1;3556;25418
1;3556;166547
1;3556;13529
1;3556;15606
1;3556;26761
1;3556;27670
1;3556;12310
1;3556;15576
1;3556;8950
1;3556;13643
1;3557;62618
1;3557;7121
1;3557;9244
1;3557;32774
1;3557;34013
1;3557;18134
1;3557;13649
1;3557;14581
1;3557;30918
1;3557;42834
1;3558;17080
1;3558;25645
1;3558;22072
1;3558;191524
1;3558;22322
1;3558;22080
1;3558;12090
1;3558;328558
1;3558;20967
1;3558;38905
1;3558;25180
1;3558;6621
1;3558;31917
1;3558;35721
1;3558;34086
1;3558;20041
1;3559;20817
1;3559;23663
1;3559;10939
1;3559;24831
1;3559;303209
1;3559;18122
1;3559;16872
1;3559;13128
1;3559;15450
1;3559;12397
1;3559;16659
1;3560;26582
1;3560;34904
1;3560;19936
1;3560;14682
1;3560;62583
1;3560;23928
1;3560;28915
1;3560;11380
1;3560;10060
1;3560;18008
1;3560;19016
1;3560;11160
1;3560;19672
1;3560;11719
1;3560;14107
1;3560;17233
1;3560;12355
1;3561;37802
1;3561;263090
1;3561;23852
1;3561;14044
1;3561;16314
1;3561;313526
1;3562;24976
1;3562;18389
1;3562;8069
1;3562;18573
1;3562;33785
1;3562;11289
1;3562;20649
1;3562;25839
1;3562;25771
1;3562;17360
1;3562;22755
1;3563;12743
1;3563;21984
1;3563;13458
1;3563;16967
1;3564;36038
1;3564;12717
1;3564;16837
1;3564;14276
1;3564;12583
1;3564;28783
1;3564;20739
1;3564;40016
1;3564;43986
1;3564;17480
1;3564;28110
1;3564;17770
1;3564;18475
1;3564;17553
1;3565;30112
1;3565;19704
1;3565;27491
1;3565;12824
1;3565;26637
1;3565;15262
1;3565;17630
1;3565;40108
1;3565;19507
1;3565;24813
1;3565;33074
1;3566;19566
1;3566;23199
1;3566;21296
1;3566;12161
1;3566;28831
1;3566;23797
1;3566;11305
1;3566;17652
1;3566;18306
1;3566;10479
1;3566;17559
1;3566;16895
1;3566;24988
1;3566;13973
1;3566;28454
1;3567;22194
1;3567;19822
1;3567;313374
1;3567;19875
1;3567;26851
1;3567;13685
1;3567;16165
1;3567;22899
1;3567;28192
1;3567;18697
1;3567;11117
1;3567;125877
1;3568;13602
1;3568;47956
1;3568;41241
1;3568;19294
1;3568;19231
1;3568;10165
1;3568;24584
1;3568;43681
1;3568;22786
1;3568;13324
1;3569;20496
1;3569;313216
1;3569;9963
1;3569;42625
1;3569;29648
1;3569;16566
1;3569;12534
1;3569;26644
1;3570;10804
1;3570;10542
1;3570;25967
1;3570;14976
1;3570;18052
1;3570;24852
1;3570;11438
1;3571;13470
1;3571;24691
1;3571;27961
1;3572;11806
1;3572;12390
1;3572;20707
1;3572;18257
1;3572;29761
1;3572;17241
1;3572;12002
1;3572;13235
1;3572;29632
1;3573;308149
1;3573;18170
1;3573;14223
1;3573;27773
1;3573;17710
1;3573;35797
1;3573;149124
1;3573;48233
1;3573;27836
1;3573;37139
1;3573;13684
1;3574;26613
1;3574;8839
1;3574;31717
1;3574;21210
1;3574;36366
1;3574;16134
1;3574;24641
1;3574;24088
1;3574;171841
1;3574;31190
1;3574;22823
1;3574;20236
1;3574;24024
1;3574;7398
1;3574;15220
1;3574;48466
1;3574;25577
1;3574;43516
1;3575;14380
1;3575;18240
1;3575;15938
1;3575;19115
1;3575;21022
1;3575;24801
1;3575;12329
1;3575;18638
1;3575;14816
1;3575;12335
1;3575;30807
1;3575;8675
1;3575;40523
1;3575;16175
1;3576;14011
1;3576;30684
1;3576;16328
1;3576;9227
1;3576;17507
1;3576;23264
1;3576;13207
1;3576;6710
1;3576;21821
1;3576;257843
1;3576;26462
1;3576;35315
1;3576;17113
1;3576;27185
1;3577;30339
1;3577;25372
1;3577;23986
1;3577;22077
1;3577;24577
1;3577;30550
1;3577;18304
1;3577;10344
1;3577;19160
1;3577;36481
1;3578;23998
1;3578;16942
1;3578;18715
1;3578;27026
1;3578;25152
1;3578;7436
1;3579;16642
1;3579;34395
1;3579;227931
1;3579;15297
1;3579;26997
1;3579;22807
1;3579;10088
1;3579;28950
1;3579;10547
1;3580;17517
1;3580;16511
1;3580;9048
1;3580;23697
1;3580;15797
1;3580;41389
1;3580;16331
1;3580;24761
1;3580;11009
1;3580;15960
1;3580;19930
1;3581;16570
1;3581;25124
1;3581;25564
1;3581;294306
1;3581;35732
1;3581;39730
1;3581;26860
1;3581;9324
1;3581;27845
1;3582;25265
1;3582;22446
1;3582;20350
1;3582;21080
1;3582;16922
1;3583;24144
1;3583;23566
1;3583;21357
1;3583;27182
1;3583;27567
1;3583;36270
1;3583;69299
1;3583;25174
1;3583;7358
1;3583;38709
1;3583;12458
1;3584;22576
1;3584;13827
1;3584;11926
1;3584;15903
1;3584;15922
1;3584;16913
1;3584;22159
1;3584;16296
1;3584;7246
1;3584;31598
1;3584;31216
1;3584;23543
1;3584;15996
1;3584;12143
1;3584;238252
1;3584;25057
1;3584;19206
1;3585;32435
1;3585;26884
1;3585;15267
1;3585;236817
1;3586;18850
1;3586;35945
1;3586;14673
1;3586;23485
1;3586;11821
1;3586;16770
1;3586;16743
1;3586;28478
1;3586;22443
1;3586;21858
1;3586;20513
1;3587;17235
1;3587;24229
1;3587;22434
1;3587;10466
1;3587;21535
1;3587;14267
1;3587;29380
1;3587;22738
1;3587;11896
1;3587;16931
1;3588;24579
1;3588;38669
1;3588;31448
1;3588;11027
1;3588;13790
1;3588;23917
1;3588;22457
1;3588;18407
1;3588;15670
1;3588;23393
1;3588;22091
1;3589;32725
1;3589;14792
1;3589;28877
1;3589;28072
1;3589;16932
1;3589;15930
1;3589;16160
1;3589;16192
1;3589;13218
1;3589;54850
1;3589;18868
1;3589;25096
1;3590;17401
1;3590;23719
1;3590;35697
1;3590;32869
1;3590;38170
1;3590;21610
1;3590;13808
1;3590;21062
1;3590;230991
1;3590;12221
1;3590;19258
1;3590;10654
1;3591;20924
1;3591;30067
1;3591;30111
1;3592;16937
1;3592;18299
1;3592;12856
1;3592;38549
1;3592;27296
1;3592;29924
1;3592;13100
1;3592;23981
1;3592;30258
1;3592;11107
1;3593;17358
1;3593;20212
1;3593;24278
1;3593;15927
1;3593;13717
1;3593;21338
1;3593;23883
1;3593;15371
1;3593;19334
1;3593;15578
1;3593;39193
1;3593;12382
1;3594;26545
1;3594;20731
1;3594;24975
1;3594;14061
1;3594;11250
1;3594;25357
1;3594;19173
1;3595;26083
1;3595;25452
1;3595;26093
1;3595;14535
1;3595;8896
1;3595;18403
1;3595;16551
1;3595;10788
1;3595;19033
1;3595;34357
1;3595;17133
1;3595;23618
1;3596;17848
1;3596;16268
1;3596;30572
1;3596;20704
1;3596;28748
1;3596;16041
1;3596;239718
1;3596;21576
1;3596;12927
1;3596;17341
1;3596;42120
1;3596;27843
1;3596;38803
1;3596;18026
1;3596;16993
1;3597;233871
1;3597;19277
1;3597;16819
1;3597;14406
1;3597;17721
1;3597;16778
1;3597;26262
1;3597;33403
1;3597;48774
1;3597;26745
1;3597;27080
1;3597;29035
1;3598;17100
1;3598;215662
1;3598;18771
1;3598;18092
1;3598;15122
1;3598;15110
1;3598;10954
1;3598;41277
1;3599;22002
1;3599;19836
1;3599;14911
1;3599;15716
1;3599;27290
1;3599;14554
1;3599;9618
1;3599;16773
1;3599;11977
1;3600;13788
1;3600;19085
1;3600;16678
1;3600;19653
1;3600;11454
1;3600;22495
1;3600;18306
1;3600;33469
1;3600;21187
1;3600;13056
1;3600;16466
1;3600;22439
1;3600;14744
1;3600;14069
1;3601;17615
1;3601;11124
1;3601;257442
1;3601;25615
1;3601;15264
1;3601;21759
1;3601;39366
1;3601;20345
1;3601;21486
1;3601;28492
1;3601;15516
1;3601;22888
1;3601;28561
1;3601;11039
1;3601;8181
1;3601;16151
1;3601;37898
1;3601;16221
1;3601;17109
1;3602;28254
1;3602;17912
1;3602;22116
1;3602;45384
1;3602;10590
1;3602;10669
1;3602;18475
1;3603;26686
1;3603;34443
1;3603;18189
1;3603;13917
1;3603;29243
1;3603;17203
1;3603;32563
1;3603;21118
1;3603;24103
1;3603;15019
1;3603;18899
1;3603;8686
1;3603;17495
1;3604;14197
1;3604;8162
1;3604;327137
1;3604;17886
1;3604;24617
1;3604;11840
1;3604;31050
1;3604;18313
1;3604;20151
1;3604;53309
1;3604;42661
1;3605;9134
1;3605;28209
1;3605;42563
1;3605;16634
1;3605;22604
1;3605;27994
1;3605;23979
1;3605;199682
1;3605;11864
1;3606;10938
1;3606;20666
1;3606;14870
1;3606;17567
1;3606;13557
1;3606;26316
1;3606;8012
1;3606;18997
1;3606;28043
1;3606;38694
1;3607;38208
1;3607;14577
1;3607;32984
1;3607;17454
1;3607;11207
1;3607;25039
1;3607;10622
1;3607;18495
1;3607;16729
1;3607;28359
1;3607;32703
1;3607;16407
1;3608;32308
1;3608;34779
1;3608;25210
1;3608;30372
1;3608;19359
1;3608;25071
1;3608;19924
1;3608;14033
1;3608;37039
1;3608;6974
1;3608;37008
1;3609;17567
1;3609;33832
1;3609;18623
1;3609;20872
1;3609;16155
1;3609;15595
1;3609;11027
1;3609;12342
1;3609;17347
1;3609;14131
1;3609;16818
1;3609;43586
1;3609;35464
1;3610;21226
1;3610;16653
1;3610;14840
1;3610;9584
1;3610;11759
1;3610;23562
1;3610;183905
1;3610;57711
1;3610;23747
1;3610;15313
1;3611;33928
1;3611;10699
1;3611;16951
1;3611;21476
1;3611;17291
1;3611;12014
1;3611;36645
1;3611;17800
1;3612;12209
1;3612;10874
1;3612;17272
1;3612;18262
1;3613;18435
1;3613;8933
1;3613;22984
1;3613;26033
1;3613;13539
1;3613;10853
1;3613;12208
1;3613;17750
1;3613;19386
1;3613;8710
1;3613;10683
1;3613;23446
1;3613;16924
1;3614;9387
1;3614;28162
1;3614;13860
1;3614;16588
1;3614;15487
1;3614;9690
1;3614;9580
